evento_nombre,evento_url,evento_descripcion,evento_lugar,municipio_nombre,evento_organizador,evento_fecha_inicio,evento_fecha_fin
Cuarta Jornada de Frontenis de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-frontenis-de-los-xxxix-juegos-cabildo/,"Cuarta jornada de Frontenis de los XXXIX Juegos Cabildo, en el Círculo de Amistad XII de Enero, en Barranco Hondo (Candelaria), con los encuentros correspondientes a las categorías infantil y cadete.",Círculo de Amistad XII de Enero,Candelaria,Cabildo de Tenerife,2026-01-08 17:00:00,2026-01-08 20:00:00
Decimocuarta Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimocuarta-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimocuarta jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2026-01-10 09:00:00,2026-01-10 14:00:00
Cuarta Jornada de Frontenis de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-frontenis-de-los-xxxix-juegos-cabildo-2/,"Continuación de la cuarta jornada de Frontenis de los XXXIX Juegos Cabildo, en los frontones del Círculo de Amistad XII de Enero, en Barranco Hondo (Candelaria) y el Real Club Náutico de Tenerife, en Santa Cruz de Tenerife.",Círculo de Amistad XII de Enero y Real Club Náutico de Tenerife,,Cabildo de Tenerife,2026-01-10 09:00:00,2026-01-10 20:00:00
Novena Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/novena-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,"Novena jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla, con la participación de las categorías alevín, infantil y cadete.",Tenerife,,Cabildo de Tenerife,2026-01-10 09:00:00,2026-01-10 13:00:00
Decimoquinta Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimoquinta-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimoquinta jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2026-01-17 09:00:00,2026-01-17 14:00:00
Primera Jornada de Waterpolo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-waterpolo-de-los-xxxix-juegos-cabildo/,Primera jornada de Waterpolo de los XXXIX Juegos Cabildo en la piscina del Centro de Deportes Acuáticos de Tenerife (CDAT) en Puerto de la Cruz.,Centro de Deportes Acuáticos de Tenerife,Puerto de la Cruz,Cabildo de Tenerife,2026-01-17 09:30:00,2026-01-17 13:00:00
Primera Jornada de Bola Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-bola-canaria-de-los-xxxix-juegos-cabildo/,"Primera jornada de Bola Canaria de los XXXIX Juegos Cabildo en el campo de bochas del Centro Sociocultural de Los Baldíos, en San Cristóbal de La Laguna.",Centro Sociocultural Los Baldíos,La Laguna,Cabildo de Tenerife,2026-01-17 09:30:00,2026-01-17 13:00:00
Quinta Jornada de Lucha Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Quinta jornada de Lucha Canaria de los XXXIX Juegos Cabildo, Zona Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2026-01-17 10:00:00,2026-01-17 14:00:00
Tenerife Urbano 2025 en la Universidad de La Laguna,https://www.deportestenerife.es/evento/tenerife-urbano-2025-en-la-universidad-de-la-laguna/,"Nueva fecha para el cuarto encuentro Tenerife Urbano de la edición 2025 en la Universidad de La Laguna. Una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de San Cristóbal de La Laguna, Santa Cruz de Tenerife, La Orotava y Arona, y la Universidad de La Laguna, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y basket 3X3.",Universidad de La Laguna,La Laguna,Cabildo de Tenerife,2026-01-23 17:00:00,2026-01-23 21:00:00
Decimosexta Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimosexta-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimosexta jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2026-01-24 09:00:00,2026-01-24 14:00:00
Primera Jornada de Béisbol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-beisbol-de-los-xxxix-juegos-cabildo/,Primera jornada de Béisbol de los XXXIX Juegos Cabildo en el Campo Néstor Pérez Suárez de Puerto de la Cruz.,Campo Municipal de Béisbol Néstor Pérez Suárez,Puerto de la Cruz,Cabildo de Tenerife,2026-01-24 09:30:00,2026-01-24 12:30:00
Sexta Jornada de Lucha Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Sexta jornada de Lucha Canaria de los XXXIX Juegos Cabildo, Zona Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2026-01-24 10:00:00,2026-01-24 14:00:00
Primera Jornada de Orientación de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-orientacion-xxxix-juegos-cabildo/,"<a href=""https://www.deportestenerife.es/wp-content/uploads/normativas/2526/normativa_orientacion_juegoscabildo_2025_2026.pdf"">Consultar la Normativa de Orientación 2025/2026</a>",Las Raíces,El Rosario,Cabildo de Tenerife,2026-01-24 10:00:00,2026-01-24 13:00:00
Tenerife Urbano 2025 en Arona,https://www.deportestenerife.es/evento/tenerife-urbano-2025-en-arona/,"Nueva fecha para el encuentro Tenerife Urbano de la edición 2025 en el sur de la Isla. Una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de San Cristóbal de La Laguna, Santa Cruz de Tenerife, La Orotava y Arona, y la Universidad de La Laguna, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y basket 3X3.",Plaza Paulino Suances,Arona,Cabildo de Tenerife,2026-01-24 17:00:00,2026-01-24 21:00:00
Segunda Jornada de Waterpolo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-waterpolo-de-los-xxxix-juegos-cabildo/,Segunda jornada de Waterpolo de los XXXIX Juegos Cabildo en la piscina del Complejo Deportivo de Tenerife Santa Cruz-Ofra.,Complejo Deportivo Santa Cruz-Ofra,Santa Cruz de Tenerife,Cabildo de Tenerife,2026-01-25 09:30:00,2026-01-25 13:00:00
Decimoséptima Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimoseptima-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimoséptima jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2026-01-31 09:00:00,2026-01-31 14:00:00
Jornada Lúdica de Taekwondo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-ludica-de-taekwondo-de-los-xxxix-juegos-cabildo/,"Jornada lúdica de Taekwondo de los XXXIX Juegos Cabildo en el Pabellón Municipal de La Esperanza, en El Rosario.",Pabellón Municipal de La Esperanza,El Rosario,Cabildo de Tenerife,2026-01-31 09:00:00,2026-01-31 13:30:00
Tercera Jornada de Waterpolo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-waterpolo-de-los-xxxix-juegos-cabildo/,Tercera jornada de Waterpolo de los XXXIX Juegos Cabildo en la piscina del Complejo Deportivo de Tenerife Santa Cruz-Ofra.,Complejo Deportivo Santa Cruz-Ofra,Santa Cruz de Tenerife,Cabildo de Tenerife,2026-01-31 09:30:00,2026-01-31 13:00:00
Séptima Jornada de Lucha Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/septima-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Séptima jornada de Lucha Canaria de los XXXIX Juegos Cabildo, Zona Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2026-01-31 10:00:00,2026-01-31 14:00:00
Segunda Jornada de Bola Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-bola-canaria-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Bola Canaria de los XXXIX Juegos Cabildo en el campo de bochas del Centro Sociocultural de Los Baldíos, en San Cristóbal de La Laguna.",Centro Sociocultural Los Baldíos,La Laguna,Cabildo de Tenerife,2026-02-07 09:30:00,2026-02-07 13:00:00
Primera Jornada de Salvamento y Socorrismo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-salvamento-de-los-xxxix-juegos-cabildo/,Primera jornada de Salvamento y Socorrismo de los XXXIX Juegos Cabildo en una piscina pendiente de confirmación.,Por determinar,,Cabildo de Tenerife,2026-02-07 09:30:00,2026-02-07 13:00:00
Segunda Jornada de Orientación de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-orientacion-xxxix-juegos-cabildo/,"<a href=""https://www.deportestenerife.es/wp-content/uploads/normativas/2526/normativa_orientacion_juegoscabildo_2025_2026.pdf"">Consultar la Normativa de Orientación 2025/2026</a>",Las Lagunetas,El Rosario,Cabildo de Tenerife,2026-02-07 10:00:00,2026-02-07 13:00:00
Cuarta Jornada de Waterpolo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-waterpolo-de-los-xxxix-juegos-cabildo/,Cuarta jornada de Waterpolo de los XXXIX Juegos Cabildo en la piscina del Complejo Deportivo de Tenerife Santa Cruz-Ofra.,Complejo Deportivo Santa Cruz-Ofra,Santa Cruz de Tenerife,Cabildo de Tenerife,2026-02-08 09:30:00,2026-02-08 13:00:00
Quinta Jornada de Waterpolo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-waterpolo-de-los-xxxix-juegos-cabildo/,Quinta jornada de Waterpolo de los XXXIX Juegos Cabildo en la piscina municipal Acidalio Lorenzo de Santa Cruz de Tenerife.,Piscina Municipal Acidalio Lorenzo,Santa Cruz de Tenerife,Cabildo de Tenerife,2026-02-28 09:30:00,2026-02-28 13:00:00
Tercera Jornada de Orientación de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-orientacion-xxxix-juegos-cabildo/,"<a href=""https://www.deportestenerife.es/wp-content/uploads/normativas/2526/normativa_orientacion_juegoscabildo_2025_2026.pdf"">Consultar la Normativa de Orientación 2025/2026</a>",La Vica,La Matanza de Acentejo,Cabildo de Tenerife,2026-02-28 10:00:00,2026-02-28 13:00:00
Segunda Jornada de Taekwondo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-taekwondo-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Taekwondo de los XXXIX Juegos Cabildo en el Complejo Deportivo Pancracio Socas de Santiago del Teide, en la modalidad de Poomsae.",Complejo Deportivo Pancracio Socas,Santiago del Teide,Cabildo de Tenerife,2026-03-07 09:00:00,2026-03-07 13:30:00
Tercera Jornada de Bola Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-bola-canaria-de-los-xxxix-juegos-cabildo/,"Tercera jornada de Bola Canaria de los XXXIX Juegos Cabildo en el campo de bochas del Centro Sociocultural de Los Baldíos, en San Cristóbal de La Laguna.",Centro Sociocultural Los Baldíos,La Laguna,Cabildo de Tenerife,2026-03-14 09:30:00,2026-03-14 13:00:00
Segunda Jornada de Salvamento y Socorrismo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-salvamento-de-los-xxxix-juegos-cabildo/,Segunda jornada de Salvamento y Socorrismo de los XXXIX Juegos Cabildo en una piscina pendiente de confirmación.,Por determinar,,Cabildo de Tenerife,2026-03-14 09:30:00,2026-03-14 13:00:00
Tercera Jornada de Béisbol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-beisbol-de-los-xxxix-juegos-cabildo/,Tercera jornada de Béisbol de los XXXIX Juegos Cabildo en el Campo Néstor Pérez Suárez de Puerto de la Cruz.,Campo Municipal de Béisbol Néstor Pérez Suárez,Puerto de la Cruz,Cabildo de Tenerife,2026-03-14 09:30:00,2026-03-14 12:30:00
Jornada Final de Orientación de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-orientacion-xxxix-juegos-cabildo/,"<a href=""https://www.deportestenerife.es/wp-content/uploads/normativas/2526/normativa_orientacion_juegoscabildo_2025_2026.pdf"">Consultar la Normativa de Orientación 2025/2026</a>",Punta de Abona,Arico,Cabildo de Tenerife,2026-03-14 10:00:00,2026-03-14 13:00:00
Jornada Final de Waterpolo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-waterpolo-de-los-xxxix-juegos-cabildo/,Sexta y última jornada de Waterpolo de los XXXIX Juegos Cabildo en la piscina del Complejo Deportivo de Tenerife Santa Cruz-Ofra.,Complejo Deportivo Santa Cruz-Ofra,Santa Cruz de Tenerife,Cabildo de Tenerife,2026-03-15 09:30:00,2026-03-15 13:00:00
Tercera Jornada de Taekwondo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-taekwondo-de-los-xxxix-juegos-cabildo/,"Tercera jornada de Taekwondo de los XXXIX Juegos Cabildo en el Complejo Deportivo Cho Pastor de Santa Úrsula, en la modalidad de Kyorugi, categorías Precadete B y Precadete C.",Complejo Deportivo Cho Pastor,Santa Úrsula,Cabildo de Tenerife,2026-03-28 09:00:00,2026-03-28 13:30:00
Cuarta Jornada de Bola Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-bola-canaria-de-los-xxxix-juegos-cabildo/,"Cuarta jornada de Bola Canaria de los XXXIX Juegos Cabildo en el campo de bochas del Centro Sociocultural de Los Baldíos, en San Cristóbal de La Laguna.",Centro Sociocultural Los Baldíos,La Laguna,Cabildo de Tenerife,2026-04-11 09:30:00,2026-04-11 13:00:00
Cuarta Jornada de Béisbol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-beisbol-de-los-xxxix-juegos-cabildo/,"Cuarta jornada de Béisbol de los XXXIX Juegos Cabildo en Icod de los Vinos, en un espacio por determinar.",Icod de los Vinos,,Cabildo de Tenerife,2026-04-11 09:30:00,2026-04-11 12:30:00
Cuarta Jornada de Taekwondo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-taekwondo-de-los-xxxix-juegos-cabildo/,"Cuarta jornada de Taekwondo de los XXXIX Juegos Cabildo en el Pabellón Municipal Los Hinojeros de Granadilla de Abona, en la modalidad de Kyorugi, categoría Precadete A.",Pabellón Municipal Los Hinojeros,Granadilla de Abona,Cabildo de Tenerife,2026-04-25 09:00:00,2026-04-25 13:30:00
Quinta Jornada de Béisbol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-beisbol-de-los-xxxix-juegos-cabildo/,"Quinta jornada de Béisbol de los XXXIX Juegos Cabildo en el Campo de Los Andenes, en La Laguna.",Campo de Béisbol de Los Andenes,La Laguna,Cabildo de Tenerife,2026-04-25 09:30:00,2026-04-25 12:30:00
Jornada Final de Bola Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-bola-canaria-de-los-xxxix-juegos-cabildo/,"Quinta y última jornada de Bola Canaria de los XXXIX Juegos Cabildo en el campo de bochas del Centro Sociocultural de Los Baldíos, en San Cristóbal de La Laguna.",Centro Sociocultural Los Baldíos,La Laguna,Cabildo de Tenerife,2026-05-09 09:30:00,2026-05-09 13:00:00
Jornada Final de Béisbol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-beisbol-de-los-xxxix-juegos-cabildo/,Sexta y última jornada de Béisbol de los XXXIX Juegos Cabildo en el Campo Néstor Pérez Suárez de Puerto de la Cruz.,Campo Municipal de Béisbol Néstor Pérez Suárez,Puerto de la Cruz,Cabildo de Tenerife,2026-05-09 09:30:00,2026-05-09 12:30:00
Segunda Jornada de Béisbol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-beisbol-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Béisbol de los XXXIX Juegos Cabildo en el Campo de Sóftbol de Tijoco, en el municipio de Adeje.",Campo de Fútbol de Tijoco Bajo,Adeje,Cabildo de Tenerife,2026-05-09 09:30:00,2026-05-09 12:30:00
Jornada Final de Taekwondo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-taekwondo-de-los-xxxix-juegos-cabildo/,"Quinta y última jornada de Taekwondo de los XXXIX Juegos Cabildo en el Pabellón Municipal Quique Ruiz de Güímar, en la modalidad de Kyorugi, categoría Cadete.",Pabellón Municipal Quique Ruiz,Güímar,Cabildo de Tenerife,2026-05-23 09:00:00,2026-05-23 13:30:00
Decimotercera Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimotercera-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimotercera jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-12-27 09:00:00,2025-12-27 14:00:00
Octava Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/octava-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,"Octava jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla, con la participación de las categorías alevín, infantil y cadete.",Tenerife,,Cabildo de Tenerife,2025-12-27 09:00:00,2025-12-27 13:00:00
Tercera Jornada de Lucha Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Recuperación de la tercera jornada de Lucha Canaria de los XXXIX Juegos Cabildo, suspendida el pasado 13 de diciembre con motivo de la borrasca. Se celebrarán las luchadas correspondientes en las zonas Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2025-12-27 10:00:00,2025-12-27 14:00:00
Decimosegunda Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimosegunda-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimosegunda jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-12-20 09:00:00,2025-12-20 14:00:00
Séptima Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/septima-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,"Séptima jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla, con la participación de las categorías alevín, infantil y cadete.",Tenerife,,Cabildo de Tenerife,2025-12-20 09:00:00,2025-12-20 13:00:00
Cuarta Jornada de Lucha Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Cuarta jornada de Lucha Canaria de los XXXIX Juegos Cabildo, Zona Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2025-12-20 10:00:00,2025-12-20 14:00:00
Tenerife Urban Dance 2025,https://www.deportestenerife.es/evento/tenerife-urban-dance-2025/,"Tenerife Urban Dance es una iniciativa impulsada por el Área de Deportes del Cabildo Insular de Tenerife, en el marco de su programa <a href=""https://www.deportestenerife.es/programas/tenerife-urbano/"">Tenerife Urbano</a>, para impulsar la modalidad de danzas urbanas entre la población joven. La décima edición se celebrará en el Pabellón de Deportes de Tenerife Santiago Martín de La Laguna.",Pabellón de Deportes de Tenerife Santiago Martín,La Laguna,Cabildo de Tenerife,2025-12-20 11:00:00,2025-12-20 14:00:00
Decimotercera Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimotercera-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimotercera jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2026-01-10 09:00:00,2026-01-10 14:00:00
Decimocuarta Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimocuarta-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimocuarta jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2026-01-17 09:00:00,2026-01-17 14:00:00
Decimoquinta Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimoquinta-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimoquinta jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2026-01-24 09:00:00,2026-01-24 14:00:00
Decimosexta Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimosexta-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimosexta jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2026-01-31 09:00:00,2026-01-31 14:00:00
Tenerife Urbano 2025 en la Universidad de La Laguna,https://www.deportestenerife.es/evento/tenerife-urbano-2025-en-la-universidad-de-la-laguna/,"Cuarto encuentro Tenerife Urbano de la edición 2025, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de San Cristóbal de La Laguna, Santa Cruz de Tenerife, La Orotava y Arona, y la Universidad de La Laguna, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y basket 3X3.",Universidad de La Laguna,La Laguna,Cabildo de Tenerife,2025-12-12 17:00:00,2025-12-12 21:00:00
Decimoprimera Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decimoprimera-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Decimoprimera jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-12-13 09:00:00,2025-12-13 14:00:00
Sexta Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,"Sexta jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla, con la participación de las categorías alevín, infantil y cadete.",Tenerife,,Cabildo de Tenerife,2025-12-13 09:00:00,2025-12-13 13:00:00
Segunda Jornada de Baloncesto de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-baloncesto-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Baloncesto de los XXXIX Juegos Cabildo correspondiente a la Zona Sur, que se celebrará en el Pabellón Municipal de Los Cristianos, en Arona, con la participación de las categorías prebenjamines, benjamines y alevines.",Pabellón Municipal de Deportes de Los Cristianos,Arona,Cabildo de Tenerife,2025-12-13 09:00:00,2025-12-13 14:00:00
Tercera Jornada de Frontenis de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-frontenis-de-los-xxxix-juegos-cabildo/,"Tercera jornada de Frontenis de los XXXIX Juegos Cabildo, en el Real Club Náutico de Tenerife y el Círculo de Amistad XII de Enero, con los encuentros de Preolímpica benjamín y alevín, y Preolímpica y Olímpica infantil y cadete.",Círculo de la Amistad XII de Enero y Real Club Náutico de Tenerife,,Cabildo de Tenerife,2025-12-13 09:00:00,2025-12-13 19:00:00
Tercera Jornada de Lucha Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Tercera jornada de Lucha Canaria de los XXXIX Juegos Cabildo, Zona Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2025-12-13 10:00:00,2025-12-13 14:00:00
Primera Jornada de Natación de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-natacion-de-los-xxxix-juegos-cabildo/,"Primera jornada de Natación de los XXXIX Juegos Cabildo que se celebrará en el Centro de Deportes Acuáticos de Tenerife, situado en Puerto de la Cruz.",Centro de Deportes Acuáticos de Tenerife,Puerto de la Cruz,Cabildo de Tenerife,2025-12-13 10:00:00,2025-12-13 13:00:00
Primera Jornada de Natación Artística de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-natacion-artistica-de-los-xxxix-juegos-cabildo/,"Primera jornada de Natación Artística de los XXXIX Juegos Cabildo que se celebrará en el Centro de Deportes Acuáticos de Tenerife, situado en Puerto de la Cruz.",Centro de Deportes Acuáticos de Tenerife,Puerto de la Cruz,Cabildo de Tenerife,2025-12-13 10:00:00,2025-12-13 13:00:00
Tenerife Urbano 2025 en Arona,https://www.deportestenerife.es/evento/tenerife-urbano-2025-en-arona/,"Quinto y último encuentro Tenerife Urbano de la edición 2025, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de San Cristóbal de La Laguna, Santa Cruz de Tenerife, La Orotava y Arona, y la Universidad de La Laguna, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y basket 3X3.",Plaza Paulino Suances,Arona,Cabildo de Tenerife,2025-12-13 17:00:00,2025-12-13 21:00:00
Tercera Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-balonmano-de-los-xxxix-juegos-cabildo-2/,"Recuperación de la tercera jornada de Balonmano de los XXXIX Juegos Cabildo, suspendido hace unas semanas debido a la activación del Plan Insular de Emergencias, y que se disputa en el Pabellón Municipal Celestino Hernández Luis de La Orotava.",Pabellón Municipal Celestino Hernández,La Orotava,Cabildo de Tenerife,2025-12-03 17:30:00,2025-12-03 19:30:00
Quinta Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,"Quinta jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla, con la participación de las categorías alevín, infantil y cadete.",Tenerife,,Cabildo de Tenerife,2025-12-05 16:00:00,2025-12-05 20:00:00
Tenerife Urbano 2025 en Santa Cruz de Tenerife,https://www.deportestenerife.es/evento/tenerife-urbano-2025-en-santa-cruz-de-tenerife/,"Segundo encuentro Tenerife Urbano de la edición 2025, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de San Cristóbal de La Laguna, Santa Cruz de Tenerife, La Orotava y Arona, y la Universidad de La Laguna, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y basket 3X3.",Parque La Granja,Santa Cruz de Tenerife,Cabildo de Tenerife,2025-12-05 17:00:00,2025-12-05 21:00:00
