evento_nombre,evento_url,evento_descripcion,evento_lugar,municipio_nombre,evento_organizador,evento_fecha_inicio,evento_fecha_fin
Semifinales de Lucha Canaria de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/semifinales-de-lucha-canaria-de-los-xxxvii-juegos-cabildo/,Semifinales de Lucha Canaria de los XXXVII Juegos Cabildo que se celebrará en el Terrero Tomás González Martín de San Miguel de Abona.,Terrero de Lucha Tomás González Martín,San Miguel de Abona,Cabildo de Tenerife,2024-06-08 10:00:00,2024-06-08 14:00:00
Jornada Final de Natación Artística de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-natacion-artistica-de-los-xxxvii-juegos-cabildo/,Jornada final de Natación Artística de los XXXVII Juegos Cabildo que se celebrará en la Piscina Municipal Acidalio Lorenzo de Santa Cruz de Tenerife.,Piscina Municipal Acidalio Lorenzo,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-06-08 12:00:00,2024-06-08 14:00:00
Jornada Mujeres y Deporte | Defensa Personal para la Actividad Físico-deportiva,https://www.deportestenerife.es/evento/jornada-mujeres-y-deporte-defensa-personal/,"Decimocuarta jornada deportiva Mujeres y Deporte dedicada a la Defensa Personal para la Actividad Físico-deportiva y dirigida a mujeres mayores de 14 años, que tendrá lugar en el Estadio Francisco Peraza de La Laguna.",Estadio Francisco Peraza,La Laguna,Cabildo de Tenerife,2024-06-15 09:00:00,2024-06-15 13:00:00
Primera Jornada de Vela de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-vela-de-los-xxxvii-juegos-cabildo/,"Primera jornada de Vela de los XXXVII Juegos Cabildo que se celebrará en el Club Náutico y Social La Galera, en Candelaria.",Club Náutico y Social La Galera,Candelaria,Cabildo de Tenerife,2024-06-15 09:00:00,2024-06-15 13:00:00
Tercera Jornada de Vóley-Playa de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-voley-playa-de-los-xxxvii-juegos-cabildo/,"Tercera jornada de vóley-playa de los XXXVII Juegos Cabildo que se celebrará simultáneamente en el IES Benito Pérez Armas (Santa Cruz), en la playa de Torviscas (Adeje) y en la playa de Las Vistas (Arona), con la participación de las categorías infantil y cadete.",Tenerife,,Cabildo de Tenerife,2024-06-15 09:00:00,2024-06-15 14:00:00
Finales de Lucha Canaria de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/finales-de-lucha-canaria-de-los-xxxvii-juegos-cabildo/,"Finales de Lucha Canaria de los XXXVII Juegos Cabildo que se celebrará en el Terrero Pedro Rodríguez, «Pollo de Las Canteras», en La Laguna.",Terrero de Lucha Pedro Rodríguez Pollo de Las Canteras,La Laguna,Cabildo de Tenerife,2024-06-15 10:00:00,2024-06-15 14:00:00
Tenerife Urbano 2024 en Puertito de Güímar,https://www.deportestenerife.es/evento/tenerife-urbano-2024-en-puertito-de-guimar/,"Primer encuentro Tenerife Urbano de la edición 2024, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de Güímar, Puerto de la Cruz, Santa Cruz de Tenerife y Santiago del Teide, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y, como novedad este año, basket 3X3.",Polideportivo Puertito de Güímar,Güímar,Cabildo de Tenerife,2024-06-15 17:00:00,2024-06-15 21:00:00
Primera Jornada de Vela de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-vela-de-los-xxxvii-juegos-cabildo-2/,"Primera jornada de Vela de los XXXVII Juegos Cabildo que se celebrará en el Club Náutico y Social La Galera, en Candelaria.",Club Náutico y Social La Galera,Candelaria,Cabildo de Tenerife,2024-06-16 09:00:00,2024-06-16 13:00:00
Presentación del Protocolo Marco de Actuación para la Protección de la Infancia y la Adolescencia en el Deporte Base de Tenerife,https://www.deportestenerife.es/evento/presentacion-protocolo-marco-actuacion-proteccion-infancia-adolescencia-deporte-base-tenerife/,"El Área de Deportes del Cabildo de Tenerife y el Laboratorio de Innovación Social de la Universidad de La Laguna organizan una jornada de presentación del Protocolo Marco de Actuación para la Protección de la Infancia y la Adolescencia en el Deporte Base de Tenerife, a cargo de José Ignacio Alonso Romero.",Centro de Atletismo de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-06-20 16:30:00,2024-06-20 19:30:00
Tercera jornada de Yoga de los VII Juegos Máster,https://www.deportestenerife.es/evento/tercera-jornada-de-yoga-de-los-vii-juegos-master/,"Tercera jornada de yoga de los VII Juegos Máster que se celebrará en el Parque García Sanabria de Santa Cruz de Tenerife, coincidiendo con la celebración del Día Internacional del Yoga.",Parque García Sanabria,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-06-22 09:30:00,2024-06-22 13:00:00
Tercera jornada de Orientación de los VII Juegos Máster,https://www.deportestenerife.es/evento/tercera-jornada-de-orientacion-de-los-vii-juegos-master/,"Tercera jornada de Orientación de los VII Juegos Máster que tendrá lugar en el entorno del Área Recreativa El Lagar, en La Guancha.",Área Recreativa El Lagar,La Guancha,Cabildo de Tenerife,2024-06-22 10:00:00,2024-06-22 13:00:00
Primera Jornada de Surf de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-surf-de-los-xxxvii-juegos-cabildo/,Primera jornada de surf de los XXXVII Juegos Cabildo que se celebrará en la Playa de El Socorro en Los Realejos.,Playa de El Socorro,Los Realejos,Cabildo de Tenerife,2024-06-22 10:00:00,2024-06-22 12:00:00
Finales de Rugby de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/finales-de-rugby-de-los-xxxvii-juegos-cabildo/,"Jornada final de Rugby de los XXXVII Juegos Cabildo que tendrá lugar en el campo de fútbol Juan Santamaría de Santa Cruz de Tenerife, con la participación de todas las categorías.",Campo de Fútbol Juan Santamaría,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-06-22 10:00:00,2024-06-22 14:00:00
Finales de Vóley-Playa de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/finales-de-voley-playa-de-los-xxxvii-juegos-cabildo/,"Finales de vóley-playa de los XXXVII Juegos Cabildo que se celebrarán simultáneamente en varios espacios deportivos de la Isla, con la participación de las categorías infantil y cadete.",Tenerife,,Cabildo de Tenerife,2024-06-24 17:00:00,2024-06-24 19:00:00
Finales de Vóley-Playa de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/finales-de-voley-playa-de-los-xxxvii-juegos-cabildo-2/,"Finales de vóley-playa de los XXXVII Juegos Cabildo que se celebrarán simultáneamente en varios espacios deportivos de la Isla, con la participación de las categorías infantil y cadete.",Tenerife,,Cabildo de Tenerife,2024-06-25 17:00:00,2024-06-25 19:00:00
Jornada Lúdica de Taekwondo de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-ludica-de-taekwondo-de-los-xxxvii-juegos-cabildo/,"Jornada lúdica de Taekwondo de los XXXVII Juegos Cabildo, que se celebrará en el Pabellón Municipal de Deportes Leticia Batista de El Chorrillo, en El Rosario.",Pabellón Municipal de Deportes Leticia Batista,El Rosario,Cabildo de Tenerife,2024-06-29 09:00:00,2024-06-29 13:30:00
Segunda jornada de Carrera de Obstáculos de los VII Juegos Máster,https://www.deportestenerife.es/evento/segunda-jornada-de-carrera-de-obstaculos-de-los-vii-juegos-master/,"Segunda jornada de iniciación a la Carrera de Obstáculos de los VII Juegos Máster que tendrá lugar en el circuito OCR Box Mencey de San Isidro, en Granadilla de Abona.",Circuito OCR Box Mencey,Granadilla de Abona,Cabildo de Tenerife,2024-06-29 09:00:00,2024-06-29 13:00:00
Jornada Final de Béisbol de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-beisbol-de-los-xxxvii-juegos-cabildo/,"Jornada final de Béisbol de los XXXVII Juegos Cabildo que se celebrará en el Campo de Béisbol Néstor Pérez Suárez, de Puerto de la Cruz, con la participación de las categorías alevín, infantil y cadete.",Campo Municipal de Béisbol Néstor Pérez Suárez,Puerto de la Cruz,Cabildo de Tenerife,2024-06-29 10:00:00,2024-06-29 13:00:00
Segunda Jornada de Surf de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-surf-de-los-xxxvii-juegos-cabildo/,Segunda jornada de surf de los XXXVII Juegos Cabildo que se celebrará en la Playa de El Médano en Granadilla de Abona.,Playa de El Médano,Granadilla de Abona,Cabildo de Tenerife,2024-06-29 10:00:00,2024-06-29 12:00:00
Segunda Jornada de Ciclismo BMX de los XXXVII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-ciclismo-bmx-de-los-xxxvii-juegos-cabildo/,"Segunda jornada de ciclismo BMX de los XXXVII Juegos Cabildo, que tendrá lugar en el circuito del Parque La Vega, en La Laguna.",Circuito BMX de La Laguna,La Laguna,Cabildo de Tenerife,2024-06-30 09:00:00,2024-06-30 12:00:00
Segunda jornada de Trail de los VII Juegos Máster,https://www.deportestenerife.es/evento/segunda-jornada-de-trail-de-los-vii-juegos-master/,"Segunda jornada de trail de los VII Juegos Máster que se celebrará en Tegueste, con una ruta circular que transcurre hacia La Degollada.",Placeta Pedro Melián Díaz,Tegueste,Cabildo de Tenerife,2024-06-30 09:30:00,2024-06-30 14:00:00
Tenerife Urbano 2024 en Puerto de la Cruz,https://www.deportestenerife.es/evento/tenerife-urbano-2024-en-puerto-de-la-cruz/,"Segundo encuentro Tenerife Urbano de la edición 2024, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de Güímar, Puerto de la Cruz, Santa Cruz de Tenerife y Santiago del Teide, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y, como novedad este año, basket 3X3.",Playa Martiánez,Puerto de la Cruz,Cabildo de Tenerife,2024-07-06 17:00:00,2024-07-06 21:00:00
Primera jornada de Paddle Surf y Kayak de los VII Juegos Máster,https://www.deportestenerife.es/evento/primera-jornada-de-paddle-surf-y-kayak-de-los-vii-juegos-master/,"Primera jornada de Paddle Surf y Kayak de los VII Juegos Máster que tendrá lugar en la playa de Los Cristianos, en Arona.",Playa de Los Cristianos,Arona,Cabildo de Tenerife,2024-07-14 10:00:00,2024-07-14 14:00:00
Segunda jornada de Paddle Surf y Kayak de los VII Juegos Máster,https://www.deportestenerife.es/evento/segunda-jornada-de-paddle-surf-y-kayak-de-los-vii-juegos-master/,"Segunda jornada de Paddle Surf y Kayak de los VII Juegos Máster que tendrá lugar en la playa de Las Teresitas, en Santa Cruz de Tenerife.",Playa de Las Teresitas,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-07-21 10:00:00,2024-07-21 14:00:00
Tercera jornada de Paddle Surf y Kayak de los VII Juegos Máster,https://www.deportestenerife.es/evento/tercera-jornada-de-paddle-surf-y-kayak-de-los-vii-juegos-master/,"Tercera jornada de Paddle Surf y Kayak de los VII Juegos Máster que tendrá lugar en la playa de Las Teresitas, en Santa Cruz de Tenerife.",Playa de Las Teresitas,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-07-27 10:30:00,2024-07-27 14:00:00
Tenerife Urbano 2024 en Santa Cruz de Tenerife,https://www.deportestenerife.es/evento/tenerife-urbano-2024-en-santa-cruz-de-tenerife/,"Tercer encuentro Tenerife Urbano de la edición 2024, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de Güímar, Puerto de la Cruz, Santa Cruz de Tenerife y Santiago del Teide, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y, como novedad este año, basket 3X3.",Parque de La Granja,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-08-03 17:00:00,2024-08-03 21:00:00
Tenerife Urbano 2024 en Puerto Santiago,https://www.deportestenerife.es/evento/tenerife-urbano-2024-en-puerto-santiago/,"Cuarto y último encuentro Tenerife Urbano de la edición 2024, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de Güímar, Puerto de la Cruz, Santa Cruz de Tenerife y Santiago del Teide, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y, como novedad este año, basket 3X3.",Plaza de la Vigilia,Santiago del Teide,Cabildo de Tenerife,2024-09-14 17:00:00,2024-09-14 21:00:00
Primer Encuentro Deportivo Escolar 2024 en la Zona Norte,https://www.deportestenerife.es/evento/primer-encuentro-deportivo-escolar-2024-en-la-zona-norte/,"Primer Encuentro Deportivo Escolar 2024 en la Zona Norte, coincidiendo con la Semana Europea del Deporte Escolar, en el Estadio Iván Rodríguez Ramallo de Los Realejos.",Estadio Iván Rodríguez Ramallo,Los Realejos,Cabildo de Tenerife,2024-09-25 09:00:00,2024-09-25 13:00:00
Segundo Encuentro Deportivo Escolar 2024 en la Zona Sur,https://www.deportestenerife.es/evento/segundo-encuentro-deportivo-escolar-2024-en-la-zona-sur/,"Segundo Encuentro Deportivo Escolar 2024 en la Zona Sur, coincidiendo con la Semana Europea del Deporte Escolar, en el Campo Anexo del Estadio Antonio Domínguez Alfonso de Arona.",Campo Anexo Estadio Antonio Domínguez Alfonso,Arona,Cabildo de Tenerife,2024-09-26 09:00:00,2024-09-26 13:00:00
Tercer Encuentro Deportivo Escolar 2024 en la Zona Metropolitana,https://www.deportestenerife.es/evento/tercer-encuentro-deportivo-escolar-2024-en-la-zona-metropolitana/,"Tercer Encuentro Deportivo Escolar 2024 en la Zona Metropolitana, coincidiendo con la Semana Europea del Deporte Escolar, en el Centro Insular de Atletismo de Tenerife (CIAT) de Tíncer, en Santa Cruz de Tenerife.",Centro de Atletismo de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-09-27 09:00:00,2024-09-27 13:00:00
Taller formativo sobre Entornos deportivos seguros y buen trato en el deporte base de Tenerife,https://www.deportestenerife.es/evento/taller-formativo-sobre-entornos-deportivos-seguros-y-buen-trato-en-el-deporte-base-de-tenerife/,"Taller formativo sobre Entornos deportivos seguros y buen trato en el deporte base de Tenerife, en el marco de la Escuela Educar Entrenando. Imparte Iñaki Alonso Romero.",Ciudad Deportiva de Tenerife Javier Pérez,La Laguna,Cabildo de Tenerife,2024-09-28 10:00:00,2024-09-28 14:00:00
Primera Jornada de Frontenis de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-frontenis-de-los-xxxviii-juegos-cabildo/,"Primera fase de Frontenis de los XXXVIII Juegos Cabildo, que se disputará en los frontones del Real Club Náutico de Tenerife, en Santa Cruz, con los encuentros de paleta goma.",Real Club Náutico de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-10-03 17:00:00,2024-10-03 20:00:00
Primera Jornada de Frontenis de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-frontenis-de-los-xxxviii-juegos-cabildo-2/,"Continuación de la primera fase de Frontenis de los XXXVIII Juegos Cabildo, que se disputará simultáneamente en los frontones del Real Club Náutico de Tenerife, en Santa Cruz, y del Círculo de Amistad XII de Enero en Barranco Hondo (Candelaria).",Círculo de la Amistad XII de Enero y Real Club Náutico de Tenerife,,Cabildo de Tenerife,2024-10-05 09:00:00,2024-10-05 20:00:00
Primera Jornada de Voleibol de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-voleibol-de-los-xxxviii-juegos-cabildo/,"Primera jornada de Voleibol de los XXXVIII Juegos Cabildo, correspondiente al Torneo de Ascenso de la categoría cadete femenina, que se disputará en el Pabellón Rosendo Alonso Tapia de Punta Larga, en Candelaria.",Pabellón Municipal de Deportes Rosendo Alonso Tapia,Candelaria,Cabildo de Tenerife,2024-10-05 09:00:00,2024-10-05 14:00:00
Trofeo de Otoño de Gimnasia Rítmica en los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/trofeo-otono-de-gimnasia-ritmica-de-los-xxxviii-juegos-cabildo/,"Jornada especial correspondiente al Trofeo de Otoño de Gimnasia Rítmica de los XXXVIII Juegos Cabildo, que se celebrará en el Complejo Deportivo Basilio Labrador de Los Realejos.",Complejo Deportivo Basilio Labrador,Los Realejos,Cabildo de Tenerife,2024-10-05 10:00:00,2024-10-05 16:00:00
Primera Jornada de Voleibol de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-voleibol-de-los-xxxviii-juegos-cabildo-2/,"Continuación de la primera jornada de Voleibol de los XXXVIII Juegos Cabildo, correspondiente al Torneo de Ascenso y al Torneo de Apertura. Los partidos se disputarán en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2024-10-12 09:00:00,2024-10-12 14:00:00
Primera Jornada de Voleibol de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-voleibol-de-los-xxxviii-juegos-cabildo-3/,"Continuación de la primera jornada de Voleibol de los XXXVIII Juegos Cabildo, correspondiente al Torneo de Ascenso y de Apertura. Los partidos se disputarán en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2024-10-19 09:00:00,2024-10-19 14:00:00
Segunda Jornada de Voleibol de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-voleibol-de-los-xxxviii-juegos-cabildo/,"Segunda jornada de Voleibol de los XXXVIII Juegos Cabildo, correspondiente al Torneo de Ascenso y al Torneo de Apertura. Los partidos se disputarán en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2024-10-26 09:00:00,2024-10-26 14:00:00
Primera Jornada de Ciclismo en Carretera de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-ciclismo-en-carretera-de-los-xxxviii-juegos-cabildo/,"Primera jornada de Ciclismo Carretera de los XXXVIII Juegos Cabildo, que tendrá lugar en la Plaza de Los Barqueros, en el municipio de Buenavista del Norte.",Plaza Los Barqueros,Buenavista del Norte,Cabildo de Tenerife,2024-10-26 10:00:00,2024-10-26 13:00:00
Primera Jornada de Campo a Través de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-campo-a-traves-de-los-xxxviii-juegos-cabildo/,Primera jornada de Campo a Través de los XXXVIII Juegos Cabildo de Tenerife que tendrá lugar en el circuito de la Finca Los Zamorano de Tegueste.,Finca Los Zamorano,Tegueste,Cabildo de Tenerife,2024-10-27 10:00:00,2024-10-27 13:00:00
Cuarto Encuentro Deportivo Escolar 2024 en la Zona Norte,https://www.deportestenerife.es/evento/cuarto-encuentro-deportivo-escolar-2024-en-la-zona-norte/,"Cuarto Encuentro Deportivo Escolar 2024 en la Zona Norte, que se celebrará en el Campo de Fútbol El Peñón, en Puerto de la Cruz.",Campo de Fútbol de El Peñón,Puerto de la Cruz,Cabildo de Tenerife,2024-10-29 09:00:00,2024-10-29 13:00:00
Quinto Encuentro Deportivo Escolar 2024 en la Zona Sur,https://www.deportestenerife.es/evento/quinto-encuentro-deportivo-escolar-2024-en-la-zona-sur/,"Quinto Encuentro Deportivo Escolar 2024 en la Zona Sur, que se celebrará en el Campo de Fútbol de Armeñime, en Adeje.",Campo de Fútbol de Armeñime,Adeje,Cabildo de Tenerife,2024-10-30 09:00:00,2024-10-30 13:00:00
Sexto Encuentro Deportivo Escolar 2024 en la Zona Metropolitana,https://www.deportestenerife.es/evento/sexto-encuentro-deportivo-escolar-2024-en-la-zona-metropolitana/,"Sexto Encuentro Deportivo Escolar 2024 en la Zona Metropolitana, que se celebrará en el Campo de Fútbol Suso Santana, en Taco, La Laguna.",Campo de Fútbol Suso Santana,La Laguna,Cabildo de Tenerife,2024-10-31 09:00:00,2024-10-31 13:00:00
Quinta Jornada de Voleibol de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-voleibol-de-los-xxxviii-juegos-cabildo/,"Quinta jornada de Voleibol de los XXXVIII Juegos Cabildo, correspondiente al Torneo de Ascenso y al Torneo de Apertura. Los partidos se disputarán en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2024-11-02 09:00:00,2024-11-02 14:00:00
Segunda Jornada de Campo a Través de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-campo-a-traves-de-los-xxxviii-juegos-cabildo/,"Segunda jornada de Campo a Través de los XXXVIII Juegos Cabildo de Tenerife que tendrá lugar en el circuito anexo al Barranco San Felipe, en Puerto de la Cruz.",Circuito Anexo al Barranco San Felipe,Puerto de la Cruz,Cabildo de Tenerife,2024-11-09 09:00:00,2024-11-09 13:00:00
Sexta Jornada de Voleibol de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-voleibol-de-los-xxxviii-juegos-cabildo/,"Sexta jornada de Voleibol de los XXXVIII Juegos Cabildo, correspondiente al Torneo de Ascenso y al Torneo de Apertura. Los partidos se disputarán en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2024-11-09 09:00:00,2024-11-09 14:00:00
Primera Jornada de Balonmano de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-balonmano-de-los-xxxviii-juegos-cabildo/,"Primera jornada de Balonmano de los XXXVIII Juegos Cabildo, con los encuentros correspondientes a las categorías alevín, infantil y cadete masculino y femenino, que se disputarán en diferentes pabellones de la Isla.",Tenerife,,Cabildo de Tenerife,2024-11-09 09:00:00,2024-11-09 13:00:00
Primera Jornada de Judo de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-judo-de-los-xxxviii-juegos-cabildo/,"Primera jornada de Judo de los XXXVIII Juegos Cabildo, con la participación de las categorías infantiles y cadetes masculinas y femeninas, que se celebrará en el Pabellón Municipal Ana Bautista de Santa Cruz de Tenerife.",Pabellón de Deportes Ana Bautista,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-11-09 09:30:00,2024-11-09 14:00:00
Primera Jornada de Ciclismo BTT de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-ciclismo-btt-de-los-xxxviii-juegos-cabildo/,"Primera jornada de Ciclismo BTT de los XXXVIII Juegos Cabildo, que tendrá lugar en el circuito de Punta Larga, en el municipio de Candelaria.",Circuito de Punta Larga,Candelaria,Cabildo de Tenerife,2024-11-09 13:00:00,2024-11-09 17:00:00
Primera Jornada de Balonmano de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-balonmano-de-los-xxxviii-juegos-cabildo-2/,"Primera jornada de Balonmano de los XXXVIII Juegos Cabildo, correspondiente a la primera concentración benjamín masculina y femenina, que se celebrará en el Pabellón Municipal Las Torres de Adeje.",Pabellón Municipal de Deportes Las Torres,Adeje,Cabildo de Tenerife,2024-11-10 10:00:00,2024-11-10 12:30:00
"Taller formativo ‘Coeducar, base del deporte’ en la Zona Norte",https://www.deportestenerife.es/evento/taller-formativo-coeducar-base-del-deporte-en-la-zona-norte/,"Primera sesión del Taller formativo ‘Coeducar, base del deporte’ en la Zona Norte, en el marco de la Escuela Educar Entrenando. Imparte Goretti Mesa.",Pabellón de Deportes Miguel Ángel Díaz Molina,Puerto de la Cruz,Cabildo de Tenerife,2024-11-13 16:30:00,2024-11-13 19:30:00
Séptima Jornada de Voleibol de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/septima-jornada-de-voleibol-de-los-xxxviii-juegos-cabildo/,"Séptima jornada de Voleibol de los XXXVIII Juegos Cabildo, correspondiente al Torneo de Ascenso y al Torneo de Apertura. Los partidos se disputarán en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2024-11-16 09:00:00,2024-11-16 14:00:00
Segunda Jornada de Balonmano de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-balonmano-de-los-xxxviii-juegos-cabildo/,"Segunda jornada de Balonmano de los XXXVIII Juegos Cabildo, con los encuentros correspondientes a las categorías alevín, infantil y cadete masculino y femenino, que se disputarán en diferentes pabellones de la Isla.",Tenerife,,Cabildo de Tenerife,2024-11-16 09:00:00,2024-11-16 13:00:00
Segunda Jornada de Ciclismo en Carretera de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-ciclismo-en-carretera-de-los-xxxviii-juegos-cabildo/,"Segunda jornada de Ciclismo Carretera de los XXXVIII Juegos Cabildo, que tendrá lugar en el Parque de Las Torres, en el municipio de Adeje.",Parque Las Torres,Adeje,Cabildo de Tenerife,2024-11-16 10:00:00,2024-11-16 13:00:00
Séptimo Encuentro Deportivo Escolar 2024 en la Zona Norte,https://www.deportestenerife.es/evento/septimo-encuentro-deportivo-escolar-2024-en-la-zona-norte/,"Séptimo Encuentro Deportivo Escolar 2024 en la Zona Norte, que se celebrará en el Campo de Fútbol del Quiquirá, en La Orotava.",Campo de Fútbol del Quiquirá,La Orotava,Cabildo de Tenerife,2024-11-20 09:00:00,2024-11-20 13:00:00
"Taller formativo ‘Coeducar, base del deporte’ en la Zona Norte",https://www.deportestenerife.es/evento/taller-formativo-coeducar-base-del-deporte-en-la-zona-norte-2/,"Segunda sesión del Taller formativo ‘Coeducar, base del deporte’ en la Zona Norte, en el marco de la Escuela Educar Entrenando. Imparte Goretti Mesa.",Pabellón de Deportes Miguel Ángel Díaz Molina,Puerto de la Cruz,Cabildo de Tenerife,2024-11-20 16:30:00,2024-11-20 19:30:00
Octavo Encuentro Deportivo Escolar 2024 en la Zona Sur,https://www.deportestenerife.es/evento/octavo-encuentro-deportivo-escolar-2024-en-la-zona-sur/,"Octavo Encuentro Deportivo Escolar 2024 en la Zona Sur, que se celebrará en el Campo de Fútbol Juanito Marrero de Las Zocas, en San Miguel de Abona.",Campo de Fútbol Juanito Marrero,San Miguel de Abona,Cabildo de Tenerife,2024-11-21 09:00:00,2024-11-21 13:00:00
Segunda Jornada de Frontenis de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-frontenis-de-los-xxxviii-juegos-cabildo/,"Segunda fase de Frontenis de los XXXVIII Juegos Cabildo, que se disputará en los frontones del Círculo de la Amistad XII de Enero en Barranco Hondo (Candelaria), con los encuentros de paleta goma cadete.",Círculo de la Amistad XII de Enero,Candelaria,Cabildo de Tenerife,2024-11-21 17:00:00,2024-11-21 20:00:00
Noveno Encuentro Deportivo Escolar 2024 en la Zona Metropolitana,https://www.deportestenerife.es/evento/noveno-encuentro-deportivo-escolar-2024-en-la-zona-metropolitana/,"Noveno Encuentro Deportivo Escolar 2024 en la Zona Metropolitana, que se celebrará en el Campo de Fútbol Juan Santamaría de Santa Cruz de Tenerife.",Campo de Fútbol Juan Santamaría,Santa Cruz de Tenerife,Cabildo de Tenerife,2024-11-22 09:00:00,2024-11-22 13:00:00
Segunda Jornada de Frontenis de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-frontenis-de-los-xxxviii-juegos-cabildo-2/,"Continuación de la segunda fase de Frontenis de los XXXVIII Juegos Cabildo, que se disputará simultáneamente en los frontones del Real Club Náutico de Tenerife, en Santa Cruz, y del Círculo de Amistad XII de Enero en Barranco Hondo (Candelaria).",Círculo de la Amistad XII de Enero y Real Club Náutico de Tenerife,,Cabildo de Tenerife,2024-11-23 09:00:00,2024-11-23 20:00:00
Octava Jornada de Voleibol de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/octava-jornada-de-voleibol-de-los-xxxviii-juegos-cabildo/,"Octava jornada de Voleibol de los XXXVIII Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2024-11-23 09:00:00,2024-11-23 14:00:00
